time,hr,spo2,bp_sys,bp_dia,motion
0,73.67216032273922,97.69723279288466,117.73858368209127,77.4002647480395,-1.2912733982214974
1,73.89180333249259,98.36279360052887,125.62432671541372,81.05618310211115,-1.9064313242603939
2,86.90188741140045,98.73043733265085,110.3324725496226,81.59917669756221,0.5783500127739647
3,88.09284447259654,97.3853514088135,124.94402846513204,81.81706921817221,0.23014187698978777
4,81.57258466044343,98.71749265609603,121.96342302975292,80.76354396068352,-0.04934288453895403
5,82.36260389172503,97.61568546692983,115.93581291444751,81.62770709899827,0.18895045337698999
6,85.4945398234777,97.72448711552784,128.70970737722448,74.23738942264595,-0.7799771318986413
7,79.96228447980766,98.05304881936493,121.81100991040219,76.2825229344819,0.16855682267055466
8,74.26009950266334,97.10668615745979,114.08814031744798,70.1907202253679,1.911471251927496
9,77.55544407862816,96.78102434317987,114.52751509838522,84.43016760528066,0.06932343763852482
10,90.52607348850174,97.4935009012413,123.77457350733607,85.44754568199511,1.5520919074657173
11,82.97685954405702,98.92793392089858,121.1964957101915,72.2819994013614,0.08153781173614946
12,74.34478348065554,96.88025475386493,129.25151315146346,88.06359452268133,0.9574550976897661
13,74.18846992165511,97.09284255276607,114.8549794748023,77.59371346712328,-0.03808556544005693
14,80.88808831378465,98.6101424418799,120.22548772931655,83.9247339788176,-1.237691708814495
15,72.2812662518347,97.842747981283,116.06846722242376,76.00059808306543,-0.7730596073679142
16,79.79395016031737,99.81622052241673,124.94845268387411,80.01446510485974,-0.6765342338808551
17,71.78377021885906,100.2282829963581,114.1367757695206,85.20523690789697,1.4387033167191736
18,78.74239367158167,98.29662037211936,115.16836848056313,78.59670477405645,0.24657743420601896
19,82.21052466950354,98.12392889962085,117.70749624725087,80.10615794279803,-0.733146619647454
20,82.97415332706002,97.75278941973717,124.98048028351312,83.69401389344796,-2.022018645430712
21,78.56236916084684,97.37359542557206,116.40297731931358,81.25826314912813,1.239726506822319
22,73.17048497344535,96.57794640282845,132.1097610984177,82.2646213259241,-1.1363149901092888
23,73.44545635185604,98.65121866927622,124.2254337376894,85.5819867296002,1.410048607341598
24,73.438131270629,98.13073911382516,126.65262581623348,84.58688571115698,-0.4144740599274944
25,80.42936487306167,98.25874440287122,121.11852883183961,82.3554228792035,1.3704962194669563
26,87.78272932353545,98.25509660166637,121.26094014784482,77.47240478028641,0.08679843386130427
27,77.08337305867657,100.04001099147582,116.62054156649842,83.0151222546741,0.7862025987927576
28,76.21935439347992,98.75344348853267,117.34502100164305,74.25273186481951,-2.5474283634426493
29,70.20709912838403,97.46956310932367,106.88632491908403,78.64509811953415,0.8781490421886949
30,87.74465200986658,97.93354509345423,118.83588943851845,79.29268779870883,-1.8697022468813518
31,68.51266188303192,96.50899881676543,110.52389681098926,71.17981740839537,1.3062756553457666
32,86.38092418904422,97.7319270705459,122.20822984428389,82.22600750651195,0.7500405121091145
33,78.03246455785856,98.41598772954445,110.25655307255808,85.22790597334827,0.44656124670048913
34,75.03189778460955,97.34414372979577,127.71541302343525,73.25427882108636,0.1919005387733122
35,83.76654218806273,98.52806811856834,123.9051999470588,81.25508384460623,0.45678999788644603
36,82.47417038372167,98.31003170380014,116.37488778548447,76.71445648639612,0.36230113161644184
37,79.73579125066118,97.95290217344886,114.672751365025,76.0467152934244,1.3388042118833177
38,80.40014132046916,96.6246954077883,121.43033311429289,73.34638750368667,0.6152285566010471
39,81.2704224948427,98.69255616157126,117.85601614817817,80.28037903237797,0.23736034127122227
40,74.25286829956295,98.09911034855232,122.43264846259082,81.84273098637965,-0.03774405609006685
41,76.26135698525799,97.54688135199648,127.69500935394424,81.70582195665357,-0.1638053368317751
42,80.59413313157143,97.15047810565504,114.65427963697627,96.02071891497592,1.032760815031213
43,87.72612475077213,99.88452264750045,118.11639776711282,77.87332514421487,-0.9583592617987629
44,72.21227865606987,96.49644839041149,114.3847138642108,83.53464096533891,1.5932190650116962
45,83.61636980578069,98.69374946843926,126.05333290364788,83.10763501855588,-0.7205167021717548
46,69.1111684978826,98.39968970510002,116.59779391977976,74.14355567995871,-1.1087471981158412
47,88.79873821274616,99.95838871904846,122.60013763773969,82.66837304594029,-0.5625879383934747
48,69.53542233377284,99.59210711859293,115.48808762391873,81.49491811165875,0.05072747913134427
49,77.81802874406475,99.1668280839345,121.69404473612452,87.08100854972001,1.3560038338946052
50,72.25728578224992,99.32736992132344,128.44688224451102,75.67423477109773,0.4038550728250053
51,63.672849146040065,97.92615756003072,121.02252564390807,78.1848117848217,0.2821297688043448
52,77.72248872611208,97.4112643166696,117.73568077163031,81.02603289295588,1.1378747026622873
53,80.53883486563413,98.49833499240897,123.86987856546021,76.15802099191028,0.30889656509785146
54,81.86196734902583,97.39134254457959,118.41422630618412,88.13434489152046,-0.966297718587532
55,84.77316577309401,97.799937996826,119.26691171385909,85.25403110379956,-0.049754121516882154
56,83.3567467826051,100.25602244214875,128.68175879580252,79.32250571383939,-1.2565493516217352
57,79.62646769639032,96.95261210471207,117.31601157899595,79.02898832361113,-0.060794263192031316
58,84.65120464130686,98.62880499284545,116.35246972771499,79.14849334370565,0.9246869831277569
59,78.94819159394902,97.76215862861535,125.76230976132469,88.76028962291399,1.734930998347857
60,82.31172861959105,98.53952180083394,121.33835723516675,82.39163771869906,-0.8766219534457338
61,78.86768887588838,98.58070554832204,123.16524609531471,89.58648425530932,-0.26974466080521575
62,73.76533132022634,98.84231877036994,116.66556472465035,82.10978571670881,-0.8052035358504851
63,88.44223006122677,96.8681405361599,121.7393654782146,79.0380733315328,-0.03804104865445538
64,78.33046827626661,98.31311265540896,124.77393947736665,79.70882449385418,1.8252505857196035
65,80.79644044146951,96.19005640718821,122.93739661581397,84.39316806229802,0.3386127379488768
66,82.59330821284037,96.69948049039147,120.94098474042741,74.50993517423643,0.8926493123282662
67,81.13055423048495,98.59728835628304,117.68768197945515,74.80198817654309,0.2792195277854765
68,78.78948347804399,96.29192569616451,125.26515602925524,71.23335046455334,0.04432138488896127
69,72.49244106655276,97.3915068417588,128.32862085330058,75.15558372153589,0.8706047245729558
70,73.19517345578464,96.67562375585564,121.23847739646001,69.79106916726111,-0.6887551716093278
71,83.27634618534262,98.66185664789194,110.85790266499,76.2502771430262,1.5503143131639963
72,75.88200695129984,96.03129646331922,120.97913157826987,76.66738563614761,-0.3532211827986239
73,80.57219644943795,98.6077059721475,114.54002368310631,73.92649755935837,0.4237138679944399
74,80.24642881562595,99.78252550667989,127.76247481621351,80.94063999418286,-1.0329001744965964
75,78.3781767600773,97.64032696066067,130.4961299946131,81.511138050938,-0.5302362587784356
76,80.02600756026882,98.2089626792052,124.13544735035939,62.201321974328,0.8485900693292242
77,78.73033724407354,98.21108439713942,119.07885846956331,81.02633616211,0.14106289504628428
78,88.32490062249813,99.31197840897951,119.76844693920714,93.10146218136877,0.3728563046948383
79,81.38457088805923,96.75756068896621,115.55813474085772,81.99244133831218,-0.588274815040518
80,70.98077579023243,99.7854581109505,117.63578868495239,73.91078239481338,-1.3496617022789072
81,82.00437960893133,99.05533178594052,117.30538696996682,69.45370498049977,-0.08603043136655272
82,77.96506299106835,97.83754289953853,124.66737196511548,79.74757574303335,-0.7040701647442491
83,72.30017462838309,98.33920263771324,119.6937617201293,81.8785656259164,0.3093216377903816
84,78.32257425814203,98.9310602452165,128.3643978773548,87.47630315656912,-0.4183893644336946
85,84.3275876950423,100.37062875649498,116.10525274961778,82.21045757746916,0.5067651115005073
86,77.12591182662061,98.37846766564743,128.42018209717116,78.18303251273609,0.11629608972776613
87,71.2320924952688,96.47070901512042,112.47029007619724,73.8923988253852,0.18723127968558692
88,79.25055281899014,98.39924740018405,123.86149280791709,75.43915511234543,-0.8205405785775527
89,86.38713569499696,98.80123313032634,115.68083817812007,77.01210466205515,-1.7806848574611736
90,80.82860100973174,97.49851449241285,121.37480855631162,85.8396935762103,-2.1890508356912846
91,80.08061845314599,98.55459094803676,127.50466080582855,90.59109631447215,1.338233854021176
92,79.29755855206845,96.98616122262125,116.8054267022545,79.31091897682184,2.1443166103657614
93,81.97687676918763,97.90734014411954,115.61683826233703,84.27041568126847,0.9138457735525399
94,86.18519820867047,97.85571702038425,117.26244074754976,90.18987202856806,0.47815992047858064
95,84.23558978921909,97.8805896708927,124.1353619940576,84.52053407391087,-0.28520909524485544
96,80.06522714862253,96.86749514147475,116.87978647731607,74.12489168157171,0.3787575908731925
97,74.56428542135413,97.43531179234415,112.35236690317493,78.68629401272817,0.4116673583465808
98,73.9385617582464,99.54454230835894,115.94682401920218,84.73417036352186,-0.27862098859524587
99,82.2697447043256,98.4625015788771,117.17853657799739,82.76762072594354,2.7030062705735958
100,87.02568072087983,98.13221987112904,122.938688334933,83.07347791756175,-0.7865818487062055
101,80.27216465886151,98.91025099914471,124.5376039877923,78.74039715461657,0.05727231080811616
102,83.6995551854264,96.38263637350681,117.48690032832928,97.47116687913547,0.5290814782034535
103,79.33384891952137,98.21403553908077,124.67600917964835,78.84151844698854,-0.48418484574439213
104,82.42417532910622,97.47994940745774,117.57379508060514,80.3563149259231,0.6199814222846712
105,85.44198227358078,97.98427006243516,120.73208832075211,84.16250074777646,1.1323552962266248
106,80.1333579029807,97.96852259121368,118.718681434457,84.71117686046695,-0.6637478475479844
107,76.49295789531699,98.22424060418919,118.88885303262177,83.63688480117544,-0.42529247926744207
108,77.47650811903833,97.70763657263475,123.0359783332703,84.69472563663517,0.579049470754591
109,81.59178315006524,97.89376313627265,127.3256484574301,75.02770441840848,0.020740709062724447
110,77.29422268059541,98.36995514391785,119.81317315020891,75.38143983811136,-0.14735105497432702
111,71.10410652800907,97.96513351606811,125.86527850962808,80.59699707081587,-0.03316231504513129
112,89.23723826261954,97.18599565965503,106.96003567016866,84.94322428476539,-0.017422462848216476
113,79.91278382557135,98.91898445656966,119.88106381381185,75.88227304265467,0.8453456607377107
114,73.39431176842088,98.90202077048242,124.04428875449979,73.65889087399258,-0.126982619996243
115,78.02872878487273,98.23437756737214,109.21344052892958,80.53159539886671,1.067883525395698
116,75.33831004754111,98.49333498108409,122.76363759937307,75.08912006281892,-1.150384337088732
117,80.64861829971511,97.38859102250153,129.89668379546987,93.17485193046652,-0.9939437876051408
118,88.3194245194613,98.68186016670333,122.4027046743627,75.36078683513601,-0.261121788668208
119,72.26278878957025,98.71046323683437,117.17430340863142,73.34695700474747,0.5205765468942408
120,75.60721051701043,97.15053069009124,114.8566732740778,82.72702313927557,0.15952575616901812
121,81.84239925196422,96.21204155169576,117.59510871845413,76.48939724169092,0.09371809239317604
122,83.37682376790524,99.0983119996157,114.46428605084705,79.92265649871884,0.24883216734585922
123,86.9874252465958,98.20471579088328,120.42707230636252,75.06273714920513,0.9040998407108015
124,82.3012828688937,98.73679357569118,114.76703078518034,83.96278882100576,-1.8370884054826215
125,72.38161601804711,96.7564053522034,125.92485144531524,86.87633815235039,-0.6520384314196116
126,80.7154714013675,98.84739896611788,115.0526574600188,75.11561206649533,-0.7231916781293245
127,80.02039331888052,97.43218296905613,123.890727537009,76.11325548902278,0.4887612806891782
128,73.7875630716926,97.70271595336077,122.67754086423972,82.43460834223447,-0.38710120105768
129,85.50119905256727,98.96998866594973,112.05550487754653,76.63113264020096,2.0945741741280677
130,81.75743021116813,99.83798893220415,116.86113099501364,84.40709218127472,-0.07056697795510063
131,73.88859296627925,98.26167985355175,114.7890142064524,75.26272139033296,-1.2222411586925455
132,77.29483499028568,98.77728273820185,113.09424137749461,70.95064300406165,0.3161992815152448
133,76.91369020400498,98.47354968890768,125.08077598663847,84.37237021106154,-0.6843476282567095
134,87.10280638580936,97.63101483037556,121.63342998303608,79.93688033144788,0.7941910052713466
135,83.25074906305237,98.87912142721473,111.28728916029108,78.93499000252059,-1.0774952274520726
136,85.89257791798225,98.25524020371854,128.66452274005218,78.75125605539819,-2.339460749267403
137,72.96498777224468,96.9686285855934,101.80982594426152,70.64842861089475,-1.5816262630619558
138,89.87030018145903,97.39011680293738,122.1783561873384,75.11428781736268,0.10768275820450991
139,86.14733274356624,98.17804631043818,123.52918273276524,77.43413544350896,0.3628412904060486
140,77.45457304351044,100.86096802237422,127.91163972869494,75.08455175513356,-1.1018067126161026
141,80.92730223075932,97.46431401440887,125.37699091670224,84.79152261173947,-0.7762248586710242
142,76.09486254999862,97.2316894331135,118.31036802605828,74.37127621493241,-0.9461251022352253
143,87.77615746499379,99.18729471449282,122.82003212007602,81.33927170054044,-0.7760551720310728
144,85.82842911516087,97.36853498651121,123.49518496465127,85.15659411118195,0.4079508682475435
145,78.5075988309095,97.19216150478368,121.1185039015049,74.91748197907243,-2.0266164895577963
146,85.88703855980313,96.32222193217109,123.58261600751574,79.80504059518672,-0.8134979715248396
147,75.40875277804935,98.2858141132722,137.10582013520107,89.59240179507012,1.212452807791255
148,83.07584875470438,96.28242431790214,113.15808821967255,78.93585229811754,-0.8938961492109
149,79.64813170989679,96.15737464604378,115.52370992278493,75.5202377119879,0.425277527591516
150,72.22718409758073,97.77229295550818,117.76037560454927,68.24199679242466,1.1304698742778978
151,87.1360058026882,98.0387965352113,122.39531320612149,84.16183790434589,-0.4390431325776116
152,82.94890832661767,97.44084851942203,113.35149027592466,80.91620738878443,-0.6093802287258441
153,83.77752080099184,97.93625703327575,117.34680950180223,82.83475083616834,0.10286583637500689
154,72.37657759915749,98.02583815554834,117.62359663998807,83.23453417192215,0.6778921185049659
155,77.89311411668871,98.86590072611659,114.49784858481226,77.36547339575013,-0.024108215124717263
156,83.63987652892223,95.9626834539296,119.41954643001915,86.14359911773661,-0.15024527670303517
