time,hr,spo2,bp_sys,bp_dia,motion,hr_mean,anomaly,risk,true
0,82.36570118673328,96.86760023916447,123.99503092827156,71.58164162378092,-1.3189140659399574,,False,0,0
1,84.7337623271486,98.81520832930376,120.33772557948578,73.73674006071144,0.1366859265628194,,False,0,0
2,77.3305784126129,98.98274003630485,123.06909957964665,69.72585854040406,1.8150957651416908,,False,0,0
3,74.68281234275135,97.71634030873749,121.3402528664608,82.83723998031248,1.1818462005663857,,False,0,0
4,85.0741773278696,98.1247148271636,124.15632636528676,81.47613102596551,0.2591813319913847,,False,0,0
5,88.87480579593297,99.01957039257178,119.52935088881536,80.6022845992986,0.1912822710677647,,False,0,0
6,80.22764118180525,98.73387456278408,124.93228545731355,82.2067078459938,-0.787027995351173,,False,0,0
7,75.62633859999252,98.34118605797192,118.8269728346742,78.66810582305887,0.369672937547649,,False,0,0
8,85.6097901855242,98.3517128138592,115.72193113409296,74.60549177156366,0.1261094918176887,,False,0,0
9,82.77253703019403,100.2188118105374,111.20137262712974,78.37080004597884,1.0451124786248196,,False,0,0
10,82.78177080334012,96.58355888473424,111.24971246299238,84.76238089127621,0.8859630508446713,,False,0,0
11,84.0799689950941,97.02051541274244,118.53141897769804,82.6654506457406,-1.4455862890871571,,False,0,0
12,76.21526778566954,100.22132735536424,121.23210107800824,80.73265718784897,-0.7998209565186906,,False,0,0
13,75.23157559168367,99.66301721456556,116.22057355704952,82.38833437512743,-1.2784141124231487,,False,0,0
14,85.41261583703586,97.452035849453,112.97114904831268,84.3332502143098,0.2129171467588851,,False,0,0
15,82.84181964437389,98.46596314553472,120.5073329471942,67.45083014660109,0.2747891794785165,,False,0,0
16,82.01989504457393,97.2813034586142,118.31533545480237,85.78471217539577,-1.144794415218661,,False,0,0
17,75.10520191184591,98.66716039250532,118.80728079890476,80.4904895833714,-1.395676308205593,,False,0,0
18,84.80556907344908,99.16048608731396,112.38781336997113,78.95144556600896,-0.9874094194166262,,False,0,0
19,85.04544333655332,98.2702752230211,119.61385306134592,79.53824515369548,2.26688920116413,,False,0,0
20,82.58304657737608,98.05041498044967,115.0327260095074,78.76666685634129,-0.2954057768403447,,False,0,0
21,79.0862916133716,98.69742320730532,121.71163517429753,75.67535954538211,0.6559775361455215,,False,0,0
22,88.50648460252607,98.21985899501004,123.78607764745468,74.05000482730523,-0.0605500384450577,,False,0,0
23,76.96455171659085,98.51441133182117,117.35793279226723,79.87175395154064,0.1653452773532138,,False,0,0
24,78.2671291432584,98.59588034452813,112.24093149517124,68.48041244853518,0.6319676440888365,,False,0,0
25,81.72907020820568,99.62500824725916,134.91607356058466,82.3240857689039,-1.562989297087294,,False,0,0
26,82.90907895640305,98.39519728301389,114.03275154821918,83.12177534330162,1.3533272417464668,,False,0,0
27,84.7105787718319,98.47392514069207,117.56895430058856,84.44679139076362,1.036275893966862,,False,0,0
28,73.67532785169794,97.54056166706889,125.41545469897224,85.86756731126307,0.0887135822369091,,False,0,0
29,76.64771326955365,97.99377155038476,114.25663340949394,82.28603830652835,-0.046518599520762,81.19721817083331,False,0,0
30,74.16363660524254,95.92618642571792,120.36625613952332,81.87431621245506,2.555307696828937,80.92381601811695,False,0,0
31,79.20692044248662,97.99619794550976,117.42650240414996,80.74526639331457,1.458819188138018,80.73958795529488,False,0,0
32,75.40298972959332,98.97867377011065,126.13750282601048,75.00011705235994,0.0370997205667798,80.67533499919425,False,0,0
33,84.9722282183795,97.03716180887608,116.79543537878232,78.41308408098772,1.3915976607530849,81.01831552838183,False,0,0
34,89.41395525706403,97.26594112930248,123.56187256593508,79.03071768116011,0.8766441332147987,81.16297479268833,False,0,0
35,69.28590159897718,99.06428571817058,112.2717724684381,78.89023748437944,0.7885401410992914,80.51001131945645,False,0,0
36,76.45308920321922,97.64249954002187,118.65683239134688,84.67541198658014,1.1127240681079271,80.38419292017026,False,0,0
37,73.61225074112016,96.65731074000496,113.67888103069583,78.83147586222867,-1.1879340856239355,80.31705665820785,False,0,0
38,76.64507877842168,98.63494166371322,117.0172050994704,83.20134597797602,-0.649374253485133,80.01823294463776,False,0,0
39,79.86337701710117,98.84310704316536,132.27443236875936,69.9578052924156,-0.725296108662713,79.92126094420134,False,0,0
40,71.41833174779924,100.57104857552471,122.74181800210182,81.28665496525328,2.104231245843972,79.54247964234996,False,0,0
41,73.18544154333132,99.10330391057929,120.77550695096036,76.89661536792104,0.3725819839748611,79.1793287272912,False,0,0
42,80.943761116993,98.35793573154164,118.08911634863802,77.75179598020209,1.7250763549581438,79.33694517166867,False,0,0
43,82.48000779752499,96.91351053742568,120.20533992211962,86.84788799692384,0.0142765865266863,79.57855957853003,False,0,0
44,68.91135187378117,97.97832102836396,121.55754411175596,83.10025041930339,1.568506640752938,79.02851744642155,False,0,0
45,73.58448244431163,99.33413201060694,119.6892054201113,78.05440623175132,-2.0000536788379217,78.71993953975281,False,0,0
46,75.98312730997199,98.3995297581969,124.743769627793,85.83673417237256,-0.7727978732456398,78.51871394859941,False,0,0
47,77.4665928881217,97.9507652110095,125.22196189396604,88.26842859381047,0.0815934155210625,78.59742698114195,False,0,0
48,87.69949214201412,96.78038704282368,107.90874099583426,73.76357396976518,-0.7436037026979515,78.69389108342745,False,0,0
49,78.94181115611673,96.86270309315744,117.26122960202012,75.08372739983258,0.0504907510390953,78.49043667741289,False,0,0
50,76.87305116260471,98.832647078268,131.3235834128331,80.49789652136727,-2.3179293689916443,78.3001034969205,False,0,0
51,83.1790337844076,98.98118494074716,120.38996874595097,82.75105658020358,0.7662416081650559,78.43652823595504,False,0,0
52,86.82999901742728,98.2943370625868,128.1053785381149,80.403625795598,1.4997467582578634,78.38064538311842,False,0,0
53,82.19158245075883,97.73944937505388,124.9167425728982,78.5569682747181,-0.6894264384591301,78.55487974092401,False,0,0
54,80.17423013601223,96.81833578255758,116.80466827300695,83.19265154480163,-0.1297084325635782,78.6184497740158,False,0,0
55,84.90448951124957,97.21921078288794,119.7230908859053,75.56826038495862,-0.4038493722188143,78.72429708411728,False,0,0
56,85.86643591491021,98.58535266131857,118.53566447119763,78.86838868969615,2.1220310277904804,78.82287564940084,False,0,0
57,80.30990345490684,100.55362804873354,114.8186251782055,73.344087999215,1.025669925591962,78.67618647217,False,0,0
58,85.77923706274039,97.66709277661262,119.55184564224876,83.69938196993277,1.169411766279114,79.07965011253809,False,0,0
59,90.24688517108194,98.65019997340588,115.58047942156072,83.41231207178069,0.6805204120392855,79.53295584258903,False,0,0
60,87.26728981588835,98.43470190435411,125.01263182117518,81.5364529828599,-0.0151779350261221,79.96974428294389,False,0,0
61,80.02145902516665,98.7727968038982,121.62939736752868,77.83202484832184,0.8697922402907768,79.99689556903324,False,0,0
62,83.62537123291466,98.30620493510358,117.92758014100684,82.18098841893891,0.043088457293653,80.27097495247726,False,0,0
63,80.63912210474705,99.15210611164196,125.99241204930502,77.11293180907445,-0.6233010474077653,80.12653808202285,False,0,0
64,80.57559638614657,97.5119538694172,115.25287119122927,84.54854661503651,0.3969061490010485,79.83192611965893,False,0,0
65,78.61451037200791,98.29594436972246,109.80503509854884,77.26487175823134,1.3510329192733912,80.14287974542664,False,0,0
66,82.20427297914834,95.05749616048811,116.99569346902598,81.15797662159974,0.2862862851465149,80.33458587129094,False,0,0
67,80.73843646339215,97.93610163550063,128.27374695078203,88.68805704363082,1.3545340229051777,80.57212539536667,False,0,0
68,82.42075954381536,95.2073468994543,114.79711352148009,84.87318308302235,0.7727815637842412,80.76464808754646,False,0,0
69,82.5755037197445,96.74004215899063,112.59587196337016,75.00462893388047,1.3856100993128209,80.8550523109679,False,0,0
70,76.04270849283445,99.8002168111125,117.85201120185567,84.36144769000077,-0.2976223717446442,81.00919820246908,False,0,0
71,80.67882038333936,97.33376876509028,114.77128149412408,84.4662671436689,-0.7624671235124287,81.258977497136,False,0,0
72,82.69840077796222,97.57658827331606,127.41594228952472,79.16885464410889,-0.8192310595394886,81.31746548583497,False,0,0
73,80.53140840391266,98.4945800006579,127.71507350259768,83.45248819055115,0.265624058888631,81.25251217271459,False,0,0
74,87.39038833272407,99.31067999837217,121.09375927659094,72.63789861386678,2.4883578626678053,81.86848005467934,False,0,0
75,82.99601641599007,97.32305069061108,118.85882544432684,76.86469002428845,0.7313797695253154,82.18219785373529,False,0,0
76,74.83729486169362,97.69497514110486,119.60550780201416,78.22519261910425,-0.9250185205060538,82.14400343879267,False,0,0
77,88.44245395658007,96.8010460059534,117.7909251995911,75.94582034436445,0.1686707058409488,82.50986547440795,False,0,0
78,84.41217136238441,99.2876211687797,131.70235624995783,79.97561209803959,-0.0946358680755476,82.40028811508697,False,0,0
79,71.70567829749629,98.27385913491187,122.95899601640056,78.7168498600531,-0.2385039517282957,82.15908368646627,False,0,0
80,84.20102290240224,98.7184110213018,121.9583893574939,82.28443302088424,1.560629783403708,82.4033494111262,False,0,0
81,80.6237633464085,97.56126503967327,120.02125228137471,90.23715767934678,-0.4679879825980277,82.31817372985957,False,0,0
82,87.75838422292946,99.9097000333002,123.98510942734896,83.8310742257371,1.1970338722317737,82.34911990337629,False,0,0
83,83.48000231686112,99.48183280828346,120.9857822284776,77.59158502531287,-0.6181444969203658,82.39206723224638,False,0,0
84,73.35151745686264,100.00981739457008,125.19842264947056,83.2364022464485,1.5185198023276885,82.16464347627472,False,0,0
85,83.4715141724754,97.20176002617168,119.59267403770484,79.51101063128527,0.7339269556418981,82.11687763164892,False,0,0
86,82.75383327447096,98.9360406248156,117.53501123977142,80.12349683853549,1.178044087621032,82.01312421030094,False,0,0
87,79.4538866429169,99.2417201632332,130.78856186784506,87.17621862926487,0.6879971192657734,81.98459031656793,False,0,0
